measure	title
S. 879	Arctic Research and Policy Amendments Act of 2005
S. 893	A bill to make technical corrections in the Anabolic Steroid Control Act of 2004.
S. 894	Freedom to Travel to Cuba Act of 2005
S. 906	Wildland Firefighter Safety Act of 2005
S. 907	Federal Public Transportation Act of 2005
S. 910	Breast Cancer Patient Protection Act of 2005
S. 911	Improving Access to Nurse-Midwifery Care Act of 2005
S. 914	Veterinary Workforce Expansion Act of 2005
S. 915	A bill to provide for the duty-free entry of certain tramway cars and associated spare parts for use by the city of Portland, Oregon.
S. 916	Orchard Detention Basin Flood Control Act
S. 917	A bill to amend title 38, United States Code, to make permanent the pilot program for direct housing loans for Native American veterans.
S. 918	E-85 Fuel Utilization and Infrastructure Development Incentives Act of 2005
S. 919	Railroad Competition Act of 2005
S. 920	Presidential Succession Act of 2005
S. 923	TANF Financial Education Promotion Act of 2005
S. 924	Education for Retirement Security Act of 2005
S. 925	Youth Financial Education Act
S. 926	Natural Gas Production Act of 2005
S. 929	Volunteer Pilot Organization Protection Act of 2005
S. 931	A bill to reduce temporarily the duty on certain articles of natural cork.
S. 933	Rural Community Hospital Assistance Act of 2005
S. 934	Reform Health Care Now Act
S. 935	Fifty Caliber Sniper Weapons Regulation Act of 2005
S. 936	E-Mail Privacy Act of 2005
S. 937	End Demand for Sex Trafficking Act of 2005
S. 938	National Guard and Reserves Housing Equity Act of 2005
S. 939	Debris Removal Act of 2005
S. 941	Suburban and Community Forestry and Open Space Program Act of 2005
S. 942	Virginia Ridge and Valley Act of 2005
S. 943	Crane Conservation Act of 2005
S. 944	Protecting America's Workers Act
S. 945	PROTECTION Act
S. 946	Kid Friendly TV Programming Act of 2005
S. 947	Workplace Wrongful Death Accountability Act
S. 948	Safe Health Care Reporting Act of 2005
S. 949	A bill to require the payment of interest on amounts owed by the United states pursuant to the reliquidation of certain entries under the Tariff Suspension and Trade Act of 2000 and the Miscellaneous Trade and Technical Corrections Act of 2004.
S. 950	END Act of 2005
S. 951	A bill to suspend temporarily the duty on titanium dioxide anatase hombitan LC-S.
S. 952	A bill to suspend temporarily the duty on diethylsulfate.
S. 953	A bill to suspend temporarily the duty on triethylene bis.
S. 954	Firearms Fairness and Security Act
S. 955	Franklin National Battlefield Study Act
S. 956	Jetseta Gage Prevention and Deterrence of Crimes Against Children Act of 2005
S. 957	Clean Coal Power Initiative Act of 2005
S. 958	Star-Spangled Banner National Historic Trail Act
S. 959	Star-Spangled Banner and War of 1812 Bicentennial Commission Act
S. 961	Abandoned Mine Land Reclamation Reform Act of 2005
S. 962	Clean Energy Bonds Act of 2005
S. 963	Veterans' Health Care and Equitable Access Act of 2005
S. 964	Americans Outdoors Act of 2005
S. 966	A bill to designate a United States courthouse located in Fresno, California, as the "Robert E. Coyle United States Courthouse".
S. 967	Prepackaged News Story Announcement Act of 2005
S. 969	Attacking Viral Influenza Across Nations Act of 2005
S. 971	Clean Efficient Automobiles Resulting From Advanced Car Technologies (CLEAR ACT) Act of 2005
S. 975	Project BioShield II Act of 2005
S. 976	A bill striking the Specific Privatization Criteria in ORBIT for Intelsat Separated Entities (New Skies) and Inmarsat and Other Technical Corrections.
S. 981	Reservists Pay Security Act of 2005
S. 982	A bill to suspend temporarily the duty on certain rayon staple fibers.
S. 983	Truth in Employment Act of 2005
S. 985	Kinship Caregiver Support Act
S. 989	Reservists Pay Security Act of 2005
S. 998	A bill to include the State of Idaho as an affected area under the Radiation Exposure Compensation Act (42 U.S.C. 2210 note).
S. 999	Conquering Pain Act of 2005
S. 1000	Palliative Care Training Act
S. 1007	Medicaid Formula Fairness Act of 2005
S. 1011	National Historic Country Store Preservation Act of 2005
S. 1013	Funding Our Risks With Appropriate Resource Disbursement Act of 2005
S. 1014	Supporting Our Patriotic Businesses Act of 2005
S. 1019	Welcome Home G.I. Bill Act of 2005
S. 1020	COMPETE Act of 2005
S. 1021	Workforce Investment Act Amendments of 2005
S. 1028	Military Personnel Financial Services Education Act of 2005
S. 1029	Accessing College through Comprehensive Early Outreach and State Partnerships Act
S. 1030	Financial Aid Form Simplification and Access Act
S. 1031	Electric Reliability Act of 2005
S. 1034	Environmentally Responsible Windpower Act of 2005
S. 1042	National Defense Authorization Act for Fiscal Year 2006
S. 1043	Department of Defense Authorization Act for Fiscal Year 2006
S. 1044	Military Construction Authorization Act for Fiscal Year 2006
S. 1045	Department of Energy National Security Act for Fiscal Year 2006
S. 1049	Covering Kids Act of 2005
S. 1050	Expedited Remedy for Persistent Dumping Act of 2005
S. 1051	Children and Family HIV/AIDS Research and Care Act of 2005
S. 1052	Transportation Security Improvement Act of 2005
S. 1065	A bill to amend title 10, United States Code, to extend child care eligibility for children of members of the Armed Forces who die in the line of duty.
S. 1067	CORE Act of 2005
S. 1074	HeLP America Act
S. 1092	Oil Shale Development Act of 2005
S. 1095	Protecting American Goods and Services Act of 2005
S. 1100	Songwriters Capital Gains Tax Equity Act
S. 1101	Improving Head Start Access for Homeless and Foster Children Act of 2005
S. 1102	A bill to extend the aviation war risk insurance program for 3 years.
S. 1106	Arkansas Valley Conduit Act
S. 1108	Rural Access to Emergency Services Act of 2005
S. 1109	Medicare Ambulance Payment Reform and Rural Equity Act of 2005
S. 1111	Oil Shale and Tar Sand Development Act of 2005
S. 1117	United States-People's Republic of China Cultural Engagement Act
S. 1122	Southeast Arizona Land Exchange and Conservation Act of 2005
S. 1123	A bill to suspend temporarily the duty on certain microphones used in automotive interiors.
S. 1134	A bill to express the sense of Congress on women in combat.
S. 1137	A bill to include dehydroepiandrosterone as an anabolic steroid.
S. 1144	A bill to provide military retirement credit for certain service by National Guard members performed while in a State duty status immediately after the terrorist attacks of September 11, 2001.
S. 1151	Climate Stewardship and Innovation Act of 2005
S. 1153	Coal-based Generation Improvement Act
S. 1162	Montgomery GI Bill for Life Act of 2005
S. 1167	A bill to provide that certain wire rods shall not be subject to any antidumping duty or countervailing duty order.
S. 1195	National Offshore Aquaculture Act of 2005
S. 1197	Violence Against Women Act of 2005
S. 1208	Environmentally Responsible Windpower Act of 2005
S. 1212	A bill to require the Commandant of the Coast Guard to convey the Coast Guard Cutter MACKINAW, upon its scheduled decommissioning, to the City and County of Cheboygan, Michigan, to use for purposes of a museum.
S. 1222	Oil Spill Liability Trust Fund Maintenance Act
S. 1223	Information Technology for Health Care Quality Act
S. 1224	National Oceans Protection Act of 2005
S. 1225	Access to Affordable Health Care Act
S. 1232	Fuels Security Act of 2005
S. 1241	A bill to suspend temporarily the duty on fixed ratio speed changers for truck-mounted concrete mixers.
S. 1242	A bill to suspend temporarily the duty on lutetium oxide.
S. 1243	A bill to reduce temporarily the duty on triethylene glycol bis[3-(3-tert-butyl-4-hydroxy-5-methylphenyl)propionate].
S. 1245	A bill to suspend temporarily the duty on phosphoric acid, lanthanum salt, cerium terbium-doped.
S. 1251	Rocky Flats Environmental Technology Site Act of 2005
S. 1254	A bill to suspend temporarily the duty on nitrocellulose.
S. 1261	Higher Education Simplification and Deregulation Act of 2005
S. 1262	Health TEQ Act of 2005
S. 1263	Save America's Biotechnology Innovative Research Act of 2005
S. 1266	An original bill to permanently authorize certain provisions of the Uniting and Strengthening America by Providing Appropriate Tools Required to Intercept and Obstruct Terrorism (USA PATRIOT) Act of 2001, to reauthorize a provision of the Intelligence Reform and Terrorism Prevention Act of 2004, to clarify certain definitions in the Foreign Intelligence Surveillance Act of 1978, to provide additionaI investigative tools necessary to protect the national security, and for other purposes.
S. 1267	Gearing Up for Academic Success Act
S. 1279	Parent's Right to Know Act of 2005
S. 1280	Coast Guard Authorization Act of 2005
S. 1281	National Aeronautics and Space Administration Authorization Act of 2005
S. 1282	A bill to amend the Communications Satellite Act of 1962 to strike the privatization criteria for INTELSAT separated entities, remove certain restrictions on separated and successor entities to INTELSAT, and for other purposes.
S. 1290	A bill to appropriate $1,975,183,000 for medical care for veterans.
S. 1294	Community Broadband Act of 2005
S. 1296	Ninth Circuit Judgeship and Reorganization Act of 2005
S. 1301	Ninth Circuit Judgeship and Reorganization Act of 2005
S. 1302	Stop the Raid on Social Security Act of 2005
S. 1306	Unrecognized Southeast Alaska Native Communities Recognition and Compensation Act
S. 1307	Dominican Republic-Central America-United States Free Trade Agreement Implementation Act
S. 1316	Red Tide Emergency Relief Act of 2005
S. 1336	Consumer Identity Protection and Security Act
S. 1356	Medicare Value Purchasing Act of 2005
S. 1359	Retirement Savings and Security Act of 2005
S. 1364	Preparing, Recruiting, and Retaining Education Professionals Act of 2005
S. 1370	Flag Protection Act of 2005
S. 1372	FAIR Ratings Act
S. 1379	Rail Security Act of 2005
S. 1385	Fair Treatment and Due Process Protection Act of 2005
S. 1390	Coral Reef Conservation Amendments Act of 2005
S. 1392	FTC Reauthorization Act of 2005
S. 1396	Increased Capital Access for Growing Business Act
S. 1408	Identity Theft Protection Act
S. 1417	Milk Import Tariff Equity Act
S. 1442	Coordinated Environmental Health Network Act of 2005
S. 1446	District of Columbia Appropriations Act, 2006
S. 1465	Ocean and Coastal Literacy in Urban and other Environments
S. 1475	A bill to suspend temporarily the duty on cyclopentanone.
S. 1476	A bill to suspend temporarily the duty on glyoxylic acid.
S. 1495	Obligation of Funds Transparency Act of 2005
S. 1503	Healthy America Act of 2005
S. 1512	A bill to grant a Federal charter to Korean War Veterans Association, Incorporated.
S. 1516	Passenger Rail Investment and Improvement Act of 2005
S. 1520	Human Cloning Ban Act of 2005
S. 1521	A bill to provide for teacher acculturation, and for other purposes.
S. 1530	Community Forestry Conservation Act of 2005
S. 1531	Keeping Seniors Safe from Falls and Reauthorization of the Traumatic Brain Injury Act
S. 1543	Clinical Research Act of 2005
S. 1561	A bill to amend title 36, United States Code, to grant a Federal charter to the Irish American Cultural Institute.
S. 1567	Surface Transportation Safety Improvement Act of 2005
S. 1570	Employer Work Incentive Act for Individuals with Severe Disabilities
S. 1580	Healthcare Equality and Accountability Act
S. 1583	Universal Service for the 21st Century Act
S. 1585	Medicaid Health Plan Rebate Act of 2005
S. 1596	A bill to amend the Public Utility Regulatory Policies Act of 1978 to require electric utilities to provide net metering service.
S. 1597	A bill to award posthumously a Congressional gold medal to Constantino Brumidi.
S. 1600	A bill to amend the Communications Act of 1934 to ensure full access to digital television in areas served by low-power television, and for other purposes.
S. 1602	Improving Long-Term Care Choices Act of 2005
S. 1608	Undertaking Spam, Spyware, And Fraud Enforcement With Enforcers beyond Borders Act of 2006
S. 1614	Higher Education Amendments of 2005
S. 1619	School Environment Protection Act of 2005
S. 1626	A bill to suspend temporarily the duty on certain vinyl chloride-vinyl acetate copolymers.
S. 1650	A bill to suspend temporarily the duty on prohexadione calcium.
S. 1651	A bill to suspend temporarily the duty on methyl methoxy acetate.
S. 1652	A bill to suspend temporarily the duty on methoxyacetic acid.
S. 1653	A bill to suspend temporarily the duty on N-Methylpiperidine.
S. 1654	A bill to suspend temporarily the duty on p-trifluoromethyl benzaldehyde.
S. 1655	A bill to suspend temporarily the duty on quinclorac technical.
S. 1656	A bill to suspend temporarily the duty on pyridaben.
S. 1657	A bill to suspend temporarily the duty on 2-acetylnicotinic acid.
S. 1662	A bill to extend the temporary suspension of duty on a certain ion exchange resin.
S. 1679	Working to Enhance Courts for At-Risk and Endangered Kids Act of 2005
S. 1703	Communications Security Act of 2005
S. 1715	A bill to provide relief for students and institutions affected by Hurricane Katrina, and for other purposes.
S. 1716	Emergency Health Care Relief Act of 2005
S. 1717	Oil and Gas Price Gouging Prevention Act of 2005
S. 1721	National Heritage Area Extension Act of 2005
S. 1722	Advancing FASD Research, Prevention, and Services Act
S. 1735	Energy Emergency Consumer Protection Act of 2005
S. 1753	Warning, Alert, and Response Network Act
S. 1754	A bill to apply the Federal medical assistance percentage determined for a State for fiscal year 2005 for fiscal years 2006 through 2014.
S. 1757	A bill to amend the Internal Revenue code of 1986 to make residents of Puerto Rico eligible for the refundable portion of the child tax credit.
S. 1758	A bill to amend the Indian Financing Act of 1974, to provide for sale and assignment of loans and underlying security, and for other purposes.
S. 1759	A bill to require the Secretary of the Army to remove the remains of Russell Wayne Wagner from Arlington National Cemetery.
S. 1765	Louisiana Katrina Reconstruction Act
S. 1766	Louisiana Katrina Reconstruction Act
S. 1767	A bill to require the Federal Communications Commission to reevaluate the band plans for the upper 700 megaHertz band and the un-auctioned portions of the lower 700 megaHertz band and reconfigure them to include spectrum to be licensed for small geographic areas.
S. 1777	Katrina Emergency Assistance Act of 2006
S. 1778	Medicare Cost-Sharing and Welfare Extension Act of 2005
S. 1780	A bill to amend the Internal Revenue Code of 1986 to provide incentives for charitable contributions by individuals and businesses, to improve the public disclosure of activities of exempt organizations, and to enhance the ability of low-income Americans to gain financial security by building assets, and for other purposes.
S. 1783	Pension Security and Transparency Act of 2005
S. 1786	A bill to authorize the Secretary of Transportation to make emergency airport improvement project grants-in-aid under title 49, United States Code, for repairs and costs related to damage from Hurricanes Katrina and Rita.
S. 1787	Relief to Victims of Hurricane Katrina and Other Natural Disasters Act
S. 1797	Foreign Investment Security Act of 2005
S. 1798	Medicare Do Not Call Act
S. 1803	Intelligence Authorization Act for Fiscal Year 2006
S. 1808	Medicare Beneficiary Assistance Improvement Act
S. 1814	Servicemembers Home Protection Act of 2005
S. 1818	A bill to amend the Internal Revenue Code of 1986 to allow the manufacturing deduction provided by the American Jobs Creation Act of 2004 with respect to income attributable to domestic production activities in any possession of the United States, and for other purposes.
S. 1821	Pandemic Preparedness and Response Act
S. 1822	Medicare HEALS Act of 2005
S. 1824	Strengthen the Earned Income Tax Credit Act of 2005
S. 1835	A bill to authorize the Secretary of Energy to purchase certain essential mineral rights and resolve natural resource damage liability claims.
S. 1839	A bill to authorize additional judgeships for the middle district and southern district of Florida.
S. 1840	Safety Net Inpatient Drug Affordability Act
S. 1845	Circuit Court of Appeals Restructuring and Modernization Act of 2005
S. 1864	A bill to amend the Internal Revenue Code of 1986 to treat certain farming business machinery and equipment as 5-year property for purposes of depreciation.
S. 1873	Biodefense and Pandemic Vaccine and Drug Development Act of 2005
S. 1880	National Biodefense and Pandemic Preparedness Act of 2005
S. 1882	A bill to amend title 49, United States Code, to provide for a national tire fuel efficiency program.
S. 1886	Naval Vessels Transfer Act of 2005
S. 1902	CAMRA Act
S. 1903	Generic Prescription Drug Fairness Act of 2005
S. 1905	A bill to clarify Foreign Service Grievance Board procedures.
S. 1907	Native American Small Business Development Act of 2005
S. 1920	Renewable Diesel Standard Act of 2005
S. 1921	A bill to promote freedom, fairness, and economic opportunity by repealing the income tax and other taxes, abolishing the Internal Revenue Service, and replacing such taxes with a national sales tax and a business tax.
S. 1927	Fair Flat Tax Act of 2005
S. 1929	Faircare Act
S. 1930	Inflammatory Bowel Disease Research Act
S. 1931	A bill to state the policy of the United States on the intercontinental ballistic missile force.
S. 1943	A bill to extend the temporary suspension of duty on 1,5-Naphthalenedisulfonic  acid, 2-[[8-[[4-[[3-[[[2-(ethenylsulfonyl)ethyl]amino]carbonyl]phenyl]amino]-6-fluoro-1,3,5-triazin-2-yl]amino]-1-hydroxy-3,6-disulfo-2-naphthalenyl]azo]-, tetrasodium salt.
S. 1944	A bill to extend the temporary suspension of duty on Cuprate(3-), [2-[[[3-[[4-[[2-[2-(ethenylsulfonyl)ethoxy]ethyl]amino]-6-fluoro-1,3,5-triazin-2-yl]amino]-2-(hydroxy-.kappa.O)-5-sulfophenyl]azo-.kappa.N2]phenylmethyl]azo-.kappa.N1]-4-sulfobenzoato(5-)-.kappa.O],trisodium.
S. 1945	A bill to extend the temporary suspension of duty on 2,7-Naphthalenedisulfonic acid, 5-[[4-chloro-6-[[2-[[4-fluoro-6-[[5-hydroxy-6-[(4-methoxy-2-sulfophenyl)azo]-7-sulfo-2-naphthalenyl]amino]-1,3,5-triazin-2-yl]amino]-1-methylethyl]amino]-1,3,5-triazin-2-yl]amino]-3-[[4-(ethenylsulfonyl)phenyl]azo]-4-hydrox'-, sodium salt.
S. 1946	A bill to extend the temporary suspension of duty on 7,7'-[1,3-propanediylbis[imino(6-fluoro-1,3,5-triazine-4,2-diyl)imino[2-[(aminocarbonyl)amino]-4,1-phenylene]azo]]bis-,sodium salt.
S. 1953	National Employee Savings and Trust Equity Guarantee Act of 2005
S. 1965	Yakima-Tieton Irrigation District Conveyance Act of 2005
S. 1969	A bill to express the sense of the Senate regarding Medicaid reconciliation legislation to be reported by a conference committee during the 109th Congress.
S. 1988	A bill to authorize the transfer of items in the War Reserves Stockpile for Allies, Korea.
S. 1999	YouthBuild Transfer Act of 2005
S. 2012	Magnuson-Stevens Fishery Conservation and Management Reauthorization Act of 2006
S. 2013	United States-Russia Polar Bear Conservation and Management Act of 2005
S. 2014	A bill to amend title 38, United States Code, to expand and enhance educational assistance for survivors and dependents of veterans.
S. 2022	Remote Monitoring Access Act of 2005
S. 2027	United States-Bahrain Free Trade Agreement Implementation Act
S. 2029	Maritime Administration Enhancement Act of 2005
S. 2042	POPs, LRTAP POPs, and PIC Implementation Act of 2005
S. 2056	Liberty Bill Act
S. 2065	Occupational Safety Partnership Act
S. 2066	Occupational Safety Fairness Act
S. 2067	HazCom Simplification and Modernization Act of 2005
S. 2071	Community and Rural Medical Residency Preservation Act of 2005
S. 2084	Portable Generator Safety Act
S. 2109	National Innovation Act of 2005
S. 2116	Supreme Court Grounds Transfer Act of 2005
S. 2119	TANF and Related Programs Extension Act of 2005
S. 2120	Milk Regulatory Equity Act of 2005
S. 2132	A bill to include Idaho and Montana as affected areas for purposes of making claims under the Radiation Exposure Compensation Act (42 U.S.C. 2210 note) based on exposure to atmospheric nuclear testing.
S. 2135	A bill to direct the Secretary of Transportation to report to Congress concerning proposed changes to long-standing policies that prohibit foreign interests from exercising actual control over the economic, competitive, safety, and security decisions of United States airlines, and for other purposes.
S. 2141	A bill to make improvements to the Federal Insurance Deposit Act.
S. 2157	Honor Our Fallen Prisoners of War Act
S. 2164	Health and Welfare Relief Act of 2005
S. 2168	Medicare Drug Benefit Protections Act of 2005
S. 2169	Financial Data Protection Act of 2005
S. 2173	Medicare Dual Eligible Identification and Enrollment Facilitation Act of 2005
S. 2175	A bill to require the submittal to Congress of any Presidential Daily Briefing relating to Iraq during the period beginning on January 20, 1997, and ending on March 19, 2003.
S. 2187	Paul Coverdell Homestead Open Space Preservation and Conservation Act of 2006
S. 2229	Medicare for All Act
S. 2242	Defense Against Regional Threats Act of 2005
S. 2244	CARE Act of 2006
S. 2264	Consumer Phone Record Security Act of 2006
S. 2265	Pork-Barrel Reduction Act
S. 2291	Responsible Public Readiness and Emergency Preparedness Act
S. 2310	A bill to repeal the requirement for 12 operational aircraft carriers within the Navy.
S. 2332	American Broadband for Communities Act
S. 2340	Community Cancer Care Preservation Act of 2006
S. 2357	Right TRACK Act
S. 2378	Broadband Data and E-rate Improvement Act
S. 2382	Small Employers Health Benefits Program Act of 2006
S. 2385	Combat-Related Special Compensation Act of 2006
S. 2389	Protecting Consumer Phone Records Act
S. 2411	A bill to reliquidate certain entries of salmon.
S. 2440	Oil Pollution Prevention and Response Act of 2006
S. 2446	American Fuels Act of 2006
S. 2471	A bill to suspend temporarily the duty on Basic Red 1 Dye.
S. 2472	A bill to suspend temporarily the duty on Basic Red 1:1 Dye.
S. 2473	A bill to suspend temporarily the duty on Basic Violet 11 Dye.
S. 2474	A bill to suspend temporarily the duty on Basic Violet 11:1 Dye.
S. 2476	A bill to suspend temporarily the duty on N-Cyclohexylthiophthalimide.
S. 2477	A bill to suspend temporarily the duty on 4,4'-Dithiodimorpholine.
S. 2478	A bill to suspend temporarily the duty on Tetraethylthiuram Disulfide.
S. 2479	A bill to suspend temporarily the duty on certain Tetramethylthiuram Disulfide.
S. 2507	National Defense Authorization Act for Fiscal Year 2007
S. 2510	Small Employers Health Benefits Program Act of 2006
S. 2513	A bill to suspend temporarily the duty on Spiroxamine.
S. 2514	A bill to reduce temporarily the duty on Bronate Advanced.
S. 2515	A bill to suspend temporarily the duty on Cyclanilide technical.
S. 2516	A bill to suspend temporarily the duty on Beta-cyfluthrin.
S. 2517	A bill to suspend temporarily the duty on 4-Chlorobenzaldehyde.
S. 2518	A bill to modify the article description relating to 2-Chlorobenzyl chloride, and for other purposes.
S. 2519	A bill to suspend temporarily the duty on Spiromesifen.
S. 2520	A bill to suspend temporarily the duty on Thiacloprid.
S. 2521	A bill to suspend temporarily the duty on Pyrimethanil.
S. 2522	A bill to extend the temporary suspension of duty with respect to Iprodione, and for other purposes.
S. 2523	A bill to reduce temporarily the duty on Trifloxystrobin.
S. 2524	A bill to suspend temporarily the duty on NAHP.
S. 2525	A bill to suspend temporarily the duty on Foramsulfuron.
S. 2526	A bill to extend the temporary suspension of duty with respect to Ethoprop.
S. 2527	A bill to suspend temporarily the duty on Fenamidone.
S. 2528	A bill to suspend temporarily the duty on Alkylketone.
S. 2529	A bill to suspend temporarily the duty on Oxadiazon.
S. 2530	A bill to suspend temporarily the duty on 4-Methyl-5-n-propoxy-2,4-dihydro-1,2,4-triazol-3-one.
S. 2531	A bill to extend the temporary suspension of duty with respect to Fosetyl-Al.
S. 2532	A bill to reduce temporarily the duty on Cyclopropane-1,1-dicarboxylic acid, dimethyl ester.
S. 2533	A bill to suspend temporarily the duty on Phosphorus Thiochloride.
S. 2534	A bill to suspend temporarily the duty on 2,4-Dichloroaniline.
S. 2535	A bill to suspend temporarily the duty on Mixtures of (+-)-(cis and trans)-1[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]-methyl]-1H-1,2,4-triazole.
S. 2536	A bill to suspend temporarily the duty on 2-Acetylbutyrolactone.
S. 2537	A bill to suspend temporarily the duty on Cyfluthrin (Baythroid).
S. 2538	A bill to suspend temporarily the duty on Bromoxynil Octanoate Tech.
S. 2539	A bill to suspend temporarily the duty on Bromoxynil Meo.
S. 2540	A bill to suspend temporarily the duty on Deltamethrin.
S. 2541	A bill to suspend temporarily the duty on Quinoline, 6 ethoxy 1,2 dihydro 2,2,4 trimethyl.
S. 2542	A bill to suspend temporarily the duty on tricholorobenzene.
S. 2543	A bill to suspend temporarily the duty on 1,3-Dibromo-5-dimethyl-hydantoin.
S. 2544	A bill to suspend temporarily the duty on MCPA.
S. 2546	A bill to extend the temporary suspension of duty with respect to Flufenacet (FOE hydroxy).
S. 2571	Breaking Our Long-Term Dependence Energy Act of 2006
S. 2579	A bill to suspend temporarily the duty on certain leather basketballs.
S. 2580	A bill to suspend temporarily the duty on certain rubber basketballs.
S. 2581	A bill to suspend temporarily the duty on certain volleyballs.
S. 2582	A bill to suspend temporarily the duty on certain basketballs.
S. 2583	A bill to suspend temporarily the duty on certain synthetic basketballs.
S. 2588	Health Care Access for Small Businesses Act of 2006
S. 2611	Comprehensive Immigration Reform Act of 2006
S. 2612	Comprehensive Immigration Reform Act of 2006
S. 2623	A bill to suspend temporarily the duty on 40% Polymer acid salt/polymer amide 60% butyl acetate.
S. 2647	A bill to suspend temporarily the duty on certain acrylic fiber tow imported in the form of 6 sub-bundles.
S. 2648	A bill to suspend temporarily the duty on certain acrylic fiber tow.
S. 2653	Call Home Act of 2006
S. 2660	A bill to amend the National Security Act of 1947 to require notice to Congress of certain declassifications of intelligence information, and for other purposes.
S. 2668	Reducing Fraudulent and Imitation Drugs Act of 2006
S. 2683	A bill to suspend temporarily the duty on 2-cyanopyridine.
S. 2684	A bill to suspend temporarily the duty on Mixed Xylidines
S. 2685	A bill to suspend temporarily the duty on certain textured rolled glass sheets.
S. 2686	Communications, Consumer's Choice, and Broadband Deployment Act of 2006
S. 2692	A bill to suspend temporarily the duty on certain microphones used in automotive interiors.
S. 2705	A bill to suspend temporarily the duty on Hexythiazox Technical.
S. 2706	A bill to suspend temporarily the duty on Dimethyl Disulfide (DMDS).
S. 2709	A bill to temporarily suspend the duty on muzzles for dogs.
S. 2710	A bill to temporarily suspend the duty on dog leashes.
S. 2711	A bill to temporarily suspend the duty on harnesses for dogs.
S. 2712	A bill to temporarily suspend the duty on collars for dogs.
S. 2713	A bill to temporarily suspend the duty on certain reception apparatus.
S. 2714	A bill to temporarily suspend the duty on certain reception apparatus.
S. 2715	A bill to temporarily suspend the duty on certain clock radio combos.
S. 2716	A bill to temporarily reduce the duty on floor coverings and mats of vulcanized rubber.
S. 2717	A bill to temporarily reduce the duty on manicure and pedicure sets.
S. 2726	A bill to suspend temporarily the duty on Acid Blue 80.
S. 2727	A bill to extend the temporary suspension of duty on Solvent blue 124.
S. 2728	A bill to extend the temporary suspension of duty on Pigment Red 185.
S. 2729	A bill to suspend temporarily the duty on Pigment Brown 25.
S. 2730	A bill to extend the temporary suspension of duty on Pigment Yellow 175.
S. 2731	A bill to suspend temporarily the duty on Pigment Yellow 213.
S. 2732	A bill to suspend temporarily the duty on Pigment Yellow 219.
S. 2733	A bill to extend the temporary suspension of duty on Pigment Yellow 154.
S. 2734	A bill to suspend temporarily the duty on Pigment Blue 80.
S. 2737	A bill to extend the temporary suspension of duty on benzoic acid, 2-amino-4-[[(2,5-dichlorophenyl)amino]carbonyl]-, methyl ester.
S. 2738	A bill to extend the temporary suspension of duty on Pigment Red 187.
S. 2739	A bill to suspend temporarily the duty on Pigment Yellow 214.
S. 2740	A bill to suspend temporarily the duty on Pigment Yellow 180.
S. 2741	A bill to extend the temporary suspension of duty on Solvent blue 104.
S. 2742	A bill to extend the temporary suspension of duty on 4-amino-2,5-dimethoxy-N-phenylbenzene sulfonamide.
S. 2743	A bill to extend the temporary suspension of duty on 1-oxa-3, 20-Diazadispiro [5.1.11.2] Heneicosan-21-one 2,2,4,4-Tetramethyl, reaction products with Epichloro-hydrin, hydrolyzed and polymerized.
S. 2744	A bill to suspend temporarily the duty on isobutyl parahydroxybenzoic acid and its sodium salt.
S. 2745	A bill to suspend temporarily the duty on phospinic acid, diethyl-, aluminum salt.
S. 2750	Access to Emergency Medical Services Act of 2006
S. 2751	National Integrated Drought Information System Act of 2006
S. 2760	A bill to suspend the duty on imports of ethanol, and for other purposes.
S. 2766	John Warner National Defense Authorization Act for Fiscal Year 2007
S. 2767	Department of Defense Authorization Act for Fiscal Year 2007
S. 2768	Military Construction Authorization Act for Fiscal Year 2007
S. 2769	Department of Energy National Security Act for Fiscal Year 2007
S. 2772	Health Partnership Act
S. 2775	A bill to extend the temporary suspension of duty on electrical radio broadcast receivers not combined with a clock.
S. 2776	A bill to extend the temporary suspension of duty on electrical radio broadcast receivers combined with a clock.
S. 2777	A bill to extend the temporary suspension of duty on hand-held radio scanners.
S. 2779	Respect for America's Fallen Heroes Act
S. 2785	Gold Star Parents Annuity Act of 2006
S. 2791	A bill to amend title 46 and 49, United States Code, to provide improved maritime, rail, and public transportation security, and for other purposes.
S. 2799	A bill to suspend temporarily the duty on 4-Methoxy-2-methyldiphenylamine.
S. 2802	American Innovation and Competitiveness Act of 2006
S. 2804	A bill to extend the duty suspension on polysiloxane.
S. 2806	A bill to suspend temporarily the duty on sodium hypophosphite.
S. 2808	A bill to suspend temporarily the duty on textured rolled glass sheets.
S. 2809	A bill to suspend temporarily the duty on 4,4'-Diaminostilbene-2,2'-disulfonic acid.
S. 2810	Medicare Late Enrollment Assistance Act of 2006
S. 2818	A bill to reduce temporarily the duty on automatic shower cleaners.
S. 2830	Corporate Average Fuel Economy Reform Act of 2006
S. 2833	A bill to suspend temporarily the duty on certain athletic footwear for men and boys.
S. 2834	A bill to suspend temporarily the duty on certain athletic shoes.
S. 2835	A bill to suspend temporarily the duty on certain leather footwear for persons other than men or women.
S. 2836	A bill to suspend temporarily the duty on certain other work footwear.
S. 2837	A bill to suspend temporarily the duty on certain leather and textile footwear.
S. 2838	A bill to reduce temporarily the duty on certain rubber or plastic footwear.
S. 2839	A bill to reduce temporarily the duty on certain footwear for men.
S. 2840	A bill to suspend temporarily the duty on certain welt footwear.
